AX,AY,AZ,label
0.5785086658623657,-0.7838712533003788,-0.2032240301397784,4
0.6792454659983245,-0.7838712533003788,-0.2032240301397784,4
0.5785086658623657,-0.7973800856682298,-0.21936367043189678,4
0.5281402657943862,-0.7973800856682298,-0.21936367043189678,4
0.5952981325516922,-0.8243977504039318,-0.12252582867918665,4
0.5785086658623657,-0.8243977504039318,-0.0579672675107132,4
0.5617191991730393,-0.7973800856682298,-0.009548346634358117,4
0.7296138660663039,-0.7973800856682298,-0.0579672675107132,4
0.7128243993769774,-0.7838712533003788,-0.15480510926342336,4
0.7631927994449568,-0.7433447561968257,-0.09024654809494992,4
0.7296138660663039,-0.7433447561968257,-0.10638618838706827,4
0.7296138660663039,-0.7568535885646768,-0.138665468971305,4
0.7296138660663039,-0.7568535885646768,-0.07410690780283156,4
0.6792454659983245,-0.8108889180360809,-0.025687986926476482,4
0.8975085329595685,-0.878433079875336,-0.04182762721859484,4
0.8975085329595685,-0.9594860740824421,-0.21936367043189678,4
0.9982453330955273,-1.0000125711859953,-0.10638618838706827,4
0.5113507991050598,-0.878433079875336,-0.138665468971305,4
0.4945613324157334,-1.1756273919680584,0.2486858980395356,4
0.5617191991730393,-0.6487829296218686,-0.09024654809494992,4
0.3938245322797746,-0.7298359238289747,-0.30006187189248856,4
0.37703506559044814,-0.5136946059433585,-0.3484807927688437,4
0.4945613324157334,-0.3515886175291462,-0.41303935393731717,4
0.5281402657943862,-0.5272034383112094,-0.5905753971506191,4
0.5785086658623657,-1.0945743977609521,-1.17160244766688,4
0.058035198493245274,-0.891941912243187,-0.7035528791954476,4
0.25950879876516286,-1.1080832301288033,-0.07410690780283156,4
0.7296138660663039,-0.3110621204255931,0.5069201427134293,4
0.9310874663382214,-1.1621185596002073,-0.8165303612402761,4
0.2762982654544893,-0.5136946059433585,0.05501021453411532,4
0.7967717328236098,-0.7568535885646768,-0.1870843898476601,4
0.6288770659303451,-0.6082564325183155,-0.138665468971305,4
0.5449297324837128,-0.7838712533003788,-0.31620151218460696,4
0.7799822661342832,-0.9729949064502932,-0.35655061291490286,4
0.7128243993769774,-1.1621185596002073,-0.3968997136451988,4
0.8807190662702422,-0.9459772417145912,0.10342913541047039,4
0.0748246651825717,-1.4187863745893765,0.08728949511835203,4
0.7296138660663039,-0.5136946059433585,-0.025687986926476482,4
0.1755614653185305,-0.4596592764719543,-0.2839222316003703,4
0.37703506559044814,-0.28404445568989106,-0.25164295101613354,4
0.5113507991050598,-0.4191327793684014,-0.7519718000718026,4
0.6456665326196717,-0.905450744611038,-1.1554628073747615,4
0.02445626511459231,-0.864924247507485,-0.8649492821166312,4
-0.12664893508934588,-1.770016016153503,0.20026697716318057,4
1.0821926665421597,0.02665868877068229,0.264825538331654,4
1.015034799784854,-1.3107157156465685,-0.5098771956900273,4
-0.21059626853597818,-0.3921151146326993,-0.15480510926342336,4
1.0318242664741804,-0.8379065827717829,0.13570841599470712,4
