AX,AY,AZ,Activity
-0.89,-0.4,-0.08,Walking
-0.85,-0.39,-0.13,Walking
-0.84,-0.42,-0.15,Walking
-0.86,-0.41,-0.1,Walking
-0.87,-0.38,-0.05,Walking
-0.86,-0.34,0.02,Walking
-0.9,-0.31,0.03,Walking
-0.93,-0.31,0.02,Walking
-0.99,-0.38,0.06,Walking
-1.38,-0.55,,Walking
-1.13,-0.47,-0.02,Walking
-0.75,-0.54,-0.12,Walking
-0.49,-0.51,-0.21,Walking
-0.56,-0.46,-0.06,Walking
-0.74,-0.33,0.09,Walking
-0.91,-0.27,0.2,Walking
-1.33,-0.22,0.76,Walking
-1.19,-0.69,-0.15,Walking
-0.85,-0.65,-0.33,Walking
-0.69,-0.5,-0.32,Walking
-0.6,-0.32,-0.19,Walking
-0.7,-0.31,-0.01,Walking
-0.93,-0.38,,Walking
-0.96,-0.41,0.08,Walking
-1.11,-0.48,0.19,Walking
-1.35,-0.54,0.19,Walking
-0.96,-0.64,-0.03,Walking
-0.64,-0.67,-0.14,Walking
-0.38,-0.39,-0.02,Walking
-0.53,-0.36,-0.13,Walking
-0.93,-0.31,-0.21,Walking
-1.01,-0.32,-0.08,Walking
-1.35,-0.23,1.14,Walking
-1.28,-0.75,-0.27,Walking
-0.67,-0.66,-0.17,Walking
-0.5,-0.55,-0.29,Walking
-0.53,-0.39,-0.17,Walking
-0.8,-0.32,-0.08,Walking
-0.99,-0.32,0.01,Walking
-1.13,-0.34,0.04,Walking
-1.34,-0.27,-0.03,Walking
-1.16,-0.37,0.05,Walking
-1.1,-0.72,0.03,Walking
-0.58,-0.51,0.02,Walking
-0.38,-0.37,-0.09,Walking
-0.61,-0.26,-0.2,Walking
-1.1,-0.22,-0.16,Walking
-1.54,-0.19,0.72,Walking
-0.87,-0.58,-0.12,Walking
-0.95,-0.61,-0.37,Walking
-0.49,-0.45,-0.37,Walking
-0.65,-0.39,-0.17,Walking
-1.05,-0.31,-0.06,Walking
-1.22,-0.4,0.15,Walking
-0.97,-0.45,0.01,Walking
-0.59,-0.66,-0.08,Walking
-0.81,-0.45,-0.07,Walking
-0.98,-0.36,-0.08,Walking
-0.92,-0.42,-0.07,Walking
-0.83,-0.46,-0.08,Walking
-0.84,-0.48,-0.06,Walking
-0.88,-0.45,-0.08,Walking
-0.89,-0.4,-0.07,Walking
-0.92,-0.39,-0.08,Walking
-0.89,-0.42,-0.11,Walking
-0.9,-0.42,-0.04,Walking
-0.9,-0.41,,Walking
-0.91,-0.39,-0.02,Walking
-0.89,-0.4,-0.06,Walking
-0.86,-0.42,-0.09,Walking
-0.9,-0.4,-0.07,Walking
