
-.49, .46, 1.08, .13, 1, 2.24
-.49, .46, 1.08, .13, 1, 2.24
-.41, .32, 1.04, -.09, .23, 1.48
-.42, .29, .7, -.05, .46, 1.2
-.25, .48, .79, 1.2, .06, .88
-.15, .46, .69, 1.5, .39, .1
-.29, .62, .42, .16, .5, -.13
-.2, .62, .49, -.63, 1.87, -1.97
-.15, .3, .43, -1.54, .23, -2.27
-1.05, .33, 1.01, -.26, -1.38, .12
-.91, .66, .16, -2.77, -.12, .14
-.58, -.14, .89, -2.59, -.25, -.62
-.12, -.47, .89, -2.15, 1.08, -2.77
-.58, -.46, .92, -1.86, .58, -2.59
-1, -.38, .65, -2.94, .7, -1.86
-1.15, -.6, 1.01, -1.51, 1.31, -.15
-1.17, -.44, .87, .87, 3.7, .13
-.35, -.35, .74, 2.34, .73, -1.34
-1.04, -.38, -.34, -.97, .17, .03
-.5, -.32, -.59, -4.34, -.54, -.18
-.42, -.65, .21, -1.82, .18, -.57
-.58, -.73, 1.64, 1.73, -1.15, -1.2
-.74, -.58, .02, .95, .57, -.7
-.99, -.66, -.08, -1.18, -.35, 1.09
-.89, -.58, .29, -1.21, -1.67, 2.12
-.58, -.5, .46, -.42, -2.76, 1.18
-.92, -.66, .2, -.15, -.11, 1.37
-.73, -1.18, -.22, -1.35, -.89, 1.97
-.42, -.92, .24, -.06, -1.27, 1.64
-.83, -.32, .81, .87, -.33, .13
-1.2, -.23, .65, .15, .35, .07
-.61, -.49, .4, -.57, -.24, -.07
-.76, -.32, .46, .45, -.16, .13
-.88, -.26, .59, .52, -.2, .01
-.81, -.3, .46, .16, -.13, .08
-.75, -.28, .44, .25, .14, .14
-.79, -.27, .51, .42, .2, .19
-.83, -.25, .55, .65, .06, .16
-.77, -.23, .52, .48, -.24, -.23
-.81, -.16, .43, .25, .09, -.1
-.85, -.22, .42, .15, .29, .11
-.88, -.23, .55, .22, .16, .1
-.84, -.16, .55, .38, .05, .05
-.76, -.2, .46, .4, .21, -.24
-.82, -.18, .44, .15, .02, -.2
-.94, -.15, .57, .5, .07, -.07
-.8, -.16, .51, .6, .07, -.22
-.8, -.22, .45, .38, .03, -.29
-.85, -.16, .47, .17, , -.25
-.84, -.12, .49, .09, .03, -.21
-.85, -.13, .49, .09, .08, -.12
-.85, -.15, .48, .12, .1, -.07
-.87, -.16, .5, .17, .09, -.01
-.85, -.18, .49, .06, .05, .02
-.83, -.19, .48, -.1, -.04, .04
-.83, -.18, .51, .01, -.06, 
-.83, -.16, .51, .05, -.06, -.03
-.84, -.19, .47, .03, -.01, -.04
-.83, -.17, .47, -.03, .03, -.03
-.85, -.17, .49, -.09, .02, .02
-.85, -.17, .49, -.07, -.01, .02
-.83, -.18, .52, .01, -.02, .01
-.82, -.18, .51, .03, -.03, -.04
-.83, -.18, .49, .01, -.02, -.05
-.84, -.17, .48, -.03, , -.02
-.84, -.17, .48, -.09, , .04
-.84, -.17, .5, -.07, , .06
-.82, -.19, .5, -.05, , .04
-.83, -.19, .51, .01, -.01, .01
-.82, -.19, .51, .08, -.01, -.03
-.83, -.19, .5, .08, -.01, -.05
-.83, -.18, .49, .05, .01, -.04
-.83, -.18, .49, .01, .02, -.01
-.84, -.18, .49, -.03, .01, .02
-.83, -.18, .5, -.02, , .02
-.82, -.18, .5, , , 
-.83, -.18, .51, .02, , -.01
-.82, -.18, .5, .06, , -.03
-.83, -.19, .49, .05, , -.03
-.83, -.19, .49, .03, , -.02
-.84, -.19, .49, .03, .01, .01
-.83, -.18, .5, .05, , -.01
-.82, -.19, .49, .04, , -.04
-.84, -.19, .48, -.01, , -.04
-.84, -.16, .51, -.07, -.03, .02
-.83, -.16, .52, -.06, -.05, .05
-.83, -.17, .51, -.04, -.06, .06
-.82, -.18, .5, -.05, -.05, .06
-.82, -.19, .5, -.07, -.03, .04
-.82, -.19, .51, -.05, -.02, .01
-.81, -.18, .51, .02, -.01, -.01
-.82, -.19, .51, .09, .01, -.03
-.82, -.18, .51, .13, .02, -.05
-.82, -.18, .5, .12, .03, -.07
-.82, -.18, .51, .1, .04, -.08
-.82, -.18, .5, .03, .02, -.05
-.82, -.17, .51, .04, .03, -.04
-.82, -.17, .51, , , -.01
-.83, -.17, .51, -.08, -.03, .03
-.83, -.18, .51, -.1, -.02, .05
-.82, -.19, .51, -.07, -.02, .05
-.82, -.19, .51, -.03, -.01, .03
-.82, -.19, .51, -.02, , .01
-.82, -.19, .51, -.03, -.01, 
-.82, -.18, .51, -.02, , 
-.82, -.18, .51, , .01, 
-.82, -.18, .51, , .01, 
-.83, -.18, .52, .04, .02, .01
-.81, -.18, .51, .07, .02, -.02
-.82, -.19, .5, .02, , -.04
-.83, -.16, .51, .01, , -.01
-.83, -.17, .49, -.06, .02, .02
-.83, -.18, .48, -.15, , .08
-.84, -.16, .53, -.07, -.01, .11
-.81, -.19, .52, -.02, -.01, .06
-.81, -.2, .52, .03, -.01, -.03
-.81, -.18, .5, -.01, -.03, -.03
-.83, -.17, .5, -.06, -.06, .03
-.84, -.17, .51, -.05, -.06, .09
-.82, -.18, .5, -.06, -.04, .06
-.82, -.16, .52, -.12, -.02, .03
-.79, -.08, .55, -.07, , .04
-.76, -.08, .55, , .07, -.21
-.7, -.15, .42, .11, .32, -.34
-.79, -.19, .43, -.11, .28, .19
-1.11, -.13, .92, -.72, -.14, .53
-.54, -.07, .77, .16, -.06, -.11
