
-.12, .5, .77, -1.12, -1.84, .34
-.12, .5, .77, -1.12, -1.84, .34
.03, .34, .72, -1.98, -1.95, .52
.26, .15, .76, -2.61, -2.43, .11
.37, -.05, .89, -.63, -1.98, .51
.38, -.14, .85, .98, -2.29, 1.75
.52, -.36, .53, .57, -2.55, 2
.54, -.3, .91, 1.38, -2.79, 3.13
.86, -.27, .84, 1.47, -2.48, 3.83
1.23, -.32, .93, 2.55, -1.91, 3.12
1.36, -.19, .32, 1.98, -1.24, 1.73
1.19, -.28, .17, 1.38, -1.85, .66
1.18, -.26, .25, .93, -1.65, -.23
.91, -.33, -.07, -.5, -1.16, -.22
.78, -.53, .3, .22, -.96, .24
1.08, -.51, , -.16, .84, -.49
.93, -.33, .36, .34, .85, -.31
.4, -.15, .13, -.62, .25, 1.48
.95, -.44, -.01, -.99, -.03, 2.58
1.07, -.73, .44, -.53, -1.39, 2.4
.58, -.78, .15, -.17, -1.06, 1.33
.44, -.61, .07, , -.42, 1.39
.84, -.48, -.05, .5, -.32, 1.67
.67, -.88, .03, .06, .21, -.42
.15, -1.03, , -.24, -.7, 1.24
.45, -1.04, -.04, -.16, -.4, 1.19
.41, -1.17, , -.17, -.06, -.18
.33, -.92, .02, -.18, .1, -.23
.28, -.18, .02, -.45, -.22, .65
.25, -.2, .34, .34, -3.62, .33
.37, -2.54, -.47, .01, -1.19, 1.61
.21, -1.01, -.28, .18, -.36, -.43
.31, -.84, -.12, .07, -.13, -.01
.16, -.96, -.09, .07, -.01, .04
.1, -.98, -.09, -.05, .24, .06
.18, -.96, -.08, .01, .15, .05
.21, -.95, -.12, .05, .08, .05
.16, -.97, -.09, -.07, .09, .05
.14, -.98, -.05, -.07, .11, .06
.18, -.97, -.06, .05, .07, .07
.2, -.96, -.12, .02, .09, .04
.19, -.96, -.12, .03, .01, .04
.17, -.98, -.09, .05, -.11, .01
.16, -.96, -.09, .03, -.14, -.02
.15, -.97, -.08, .03, -.14, -.01
.14, -.98, -.07, .01, -.06, -.01
.13, -.97, -.08, , .04, .01
.15, -.97, -.09, -.02, .07, .01
.16, -.97, -.1, -.02, .09, .01
.16, -.97, -.1, -.01, .09, 
.17, -.97, -.1, -.01, .07, 
.18, -.96, -.1, .01, .04, 
.18, -.97, -.09, .01, .03, 
.17, -.97, -.08, .02, .01, 
.18, -.97, -.08, .05, -.03, 
.18, -.97, -.09, .05, -.09, 
.18, -.97, -.08, .07, -.13, -.01
.15, -.97, -.07, .06, -.08, -.01
.15, -.98, -.06, .01, .03, 
.16, -.97, -.06, -.01, .07, .01
.18, -.97, -.06, .01, .05, 
.17, -.97, -.07, , .03, 
.18, -.97, -.06, , , -.01
.17, -.97, -.07, , -.02, 
.17, -.97, -.06, .01, -.05, 
.17, -.97, -.06, .01, -.06, -.01
.17, -.97, -.07, , -.04, -.01
.16, -.97, -.06, .01, -.03, 
.16, -.97, -.06, , .01, 
.17, -.97, -.06, -.01, .04, .01
.17, -.97, -.06, -.03, .04, 
.17, -.97, -.06, -.04, .05, 
.16, -.97, -.06, -.01, .04, .01
.18, -.97, -.07, .01, -.03, 
.18, -.97, -.07, -.01, -.07, -.01
.17, -.97, -.07, -.01, -.05, -.01
.16, -.97, -.07, -.01, .01, .01
.16, -.97, -.07, -.03, .04, .02
.18, -.97, -.06, -.02, .03, 
.16, -.97, -.08, -.04, .07, 
.17, -.97, -.08, -.04, .08, .01
.18, -.97, -.08, -.02, .04, .01
.18, -.97, -.08, -.02, .01, 
.16, -.97, -.08, -.02, .02, .02
.18, -.97, -.07, , , .01
.17, -.97, -.08, -.01, -.02, 
.17, -.97, -.08, -.01, -.03, 
.17, -.97, -.08, -.01, -.02, 
.16, -.97, -.08, -.01, -.01, 
.17, -.97, -.08, -.01, -.01, 
.17, -.97, -.08, , -.05, 
.17, -.97, -.08, , -.07, -.01
.17, -.97, -.08, , -.07, -.01
.16, -.97, -.08, , -.05, 
.16, -.97, -.08, -.01, -.02, -.01
.16, -.97, -.09, -.02, , 
.17, -.97, -.08, -.01, , 
.17, -.97, -.09, -.02, , 
.17, -.97, -.09, -.01, .01, 
.17, -.97, -.09, -.03, .04, 
.17, -.97, -.09, -.04, .04, .01
.17, -.96, -.09, -.03, .02, .01
.17, -.96, -.11, -.05, -.02, 
.18, -.97, -.12, -.03, -.03, -.02
.17, -.97, -.1, .05, -.05, -.02
.15, -.97, -.1, .04, .01, 
.17, -.97, -.1, .04, .01, 
.18, -.97, -.09, .07, -.01, -.01
.16, -.97, -.09, .03, .01, 
.17, -.97, -.07, .02, .01, 
.17, -.97, -.06, .03, , 
.16, -.97, -.06, .01, .02, 
.16, -.97, -.07, .01, .03, .01
.17, -.97, -.07, .01, .01, .01
.17, -.97, -.07, , .01, 
.17, -.97, -.07, , .01, .01
.18, -.97, -.07, .02, -.02, 
.17, -.97, -.07, .03, -.04, 
.17, -.97, -.07, .01, -.04, 
.16, -.97, -.07, .01, -.03, 
.17, -.96, -.07, -.01, -.09, -.02
.14, -.96, -.13, -.22, -.21, -.09
.18, -.97, -.12, .15, -.18, -.12
.08, -.96, -.15, .19, .04, -.05
.09, -.95, -.17, -.04, .27, -.11
.11, -.92, -.12, -.26, -.06, .03
.24, -.9, -.17, -.01, .06, .16
.52, -1.06, -.11, 1.08, .13, -.43
.2, -.89, -.06, 1.06, .38, -.19
.15, -.86, -.09, .46, .32, .04
.25, -.93, -.11, .32, .43, .12
.4, -.99, -.13, .48, .62, -.09
.43, -1.23, -.31, -.24, .09, .12
.53, -1.25, -.06, -1.75, -.54, .02
-.05, -1.25, -.07, -2.63, .06, -.01
.09, -1.11, .23, -2.09, -2.87, .24
.28, -.7, -.26, -1.57, -1.04, .02
, -.56, -.01, -.26, .17, -.03
.02, -.52, -.26, .66, .9, -.2
.22, -.82, -.67, , -.36, -.43
.09, -1.17, -.98, -.28, -1.13, .16
-.04, -1.39, -.21, .38, .76, .36
.02, -.65, .02, 1.43, 1.08, .64
.56, -1.14, -.18, 1.25, 1.65, -.62
-.06, -.77, -.17, 1.13, 2.23, -.1
.23, -.77, .04, 1.18, .71, .14
.25, -.85, -.21, .77, .36, .35
.32, -.97, -.14, .32, .42, .39
.46, -1.12, -.16, -.37, .02, -.03
.27, -1.26, -.08, -2.17, -.81, -.24
-.04, -1.4, -.24, -2.52, .08, -.27
.24, -1.01, .18, -1.41, -2.42, -.1
.14, -.54, -.1, -.89, -1.87, -.2
.02, -.62, -.06, .49, -.17, -.58
.06, -.64, -.38, 1.15, .1, -.65
.15, -1.35, -.95, -.81, -1.15, -.33
-.38, -.94, -.62, -.51, -1.08, .99
.28, -.98, -.02, .81, .76, .17
.56, -1.37, .07, 1.39, 1.59, -.71
-.09, -.8, -.34, .99, 2.69, -.27
.15, -.67, -.02, 1, 1.51, .23
.29, -.85, -.18, .86, 1.04, .25
.13, -.85, -.19, .46, 1.49, .42
.48, -.91, -.06, .29, 1.12, .18
.57, -1.05, -.44, -.85, .18, -.09
.46, -1.2, -.09, -2.39, -.57, -1.19
-.41, -1.75, -.36, -2.97, -.2, -.67
-.07, -.94, .12, -2.27, -2.74, .66
.12, -.54, -.27, -.42, -1.44, .65
.07, -.37, -.35, -.03, .18, -.08
-.42, -.75, -.54, -1.99, .01, .67
.25, -1.13, -.82, -3.8, -.62, 1.59
.78, -.14, .5, -2.08, -2.34, .27
-.4, -.57, -.61, -2.77, -1.82, 1.14
-.15, -.15, -.51, -3.16, -.96, 1.97
-.38, .06, -.95, -3.08, -.93, 2.03
-.06, .46, -1.22, -2.58, -2.03, .85
-2.53, , -2.84, -2.08, -1.5, -.14
-.12, -.52, -1.23, -1.6, -1.27, .98
-.77, .64, -.18, -.66, -1.75, -.18
-.82, 1.16, -.59, -1.7, -2.2, .83
-.2, .73, .17, -1.38, -2.2, .51
-.8, .59, .16, -2.3, -.36, .52
-.07, .62, .58, -1.96, .17, -.02
-.52, .62, .81, -1.15, .19, .27
-.6, 1.12, .58, .03, .56, -.16
-.55, .68, .39, .75, .57, -.31
-.54, .67, .34, 1.28, .77, -.89
-.67, .75, -.04, 1.33, .78, -1.16
-.54, .73, .01, 1.63, .51, -1.7
-.57, .57, -.06, 2.04, .72, -2.12
-.7, .28, -.32, 2.09, 1.09, -2.29
-.83, .01, -.16, 2.44, .67, -2.11
-1.24, -.55, -1.09, .48, -.43, -1.04
-1.34, -.13, -.15, .08, .14, .09
-.59, -.21, -.35, -.11, -.58, -.37
-1.03, -.06, -.49, -.33, -.25, -.25
-.86, -.07, -.27, -.1, -.44, -.41
-.98, -.08, -.31, -.17, -.38, -.27
-.97, -.14, -.22, -.05, -.39, -.27
-.95, -.17, -.25, -.06, -.25, -.15
-.97, -.19, -.2, -.06, -.11, 
-.96, -.2, -.21, -.05, .02, .06
-.96, -.16, -.21, -.03, .16, .12
-.95, -.15, -.23, , .22, .16
-.94, -.16, -.25, -.03, .24, .17
-.93, -.14, -.27, -.05, .22, .16
-.93, -.12, -.29, -.05, .19, .14
-.93, -.1, -.3, -.03, .18, .12
-.93, -.09, -.32, -.01, .14, .08
-.91, -.09, -.34, .01, .09, .04
-.91, -.09, -.34, .01, .02, 
-.92, -.09, -.33, .01, -.01, -.02
-.93, -.1, -.32, .01, -.02, -.04
-.93, -.11, -.32, .01, -.01, -.03
-.93, -.1, -.32, .01, -.01, -.01
-.93, -.1, -.32, , -.01, -.01
-.93, -.11, -.32, -.01, -.02, -.01
-.93, -.11, -.32, -.01, -.01, -.01
-.93, -.11, -.32, , .01, 
-.93, -.11, -.31, -.02, .02, .01
-.93, -.11, -.32, -.02, .03, .01
-.92, -.11, -.32, -.02, .01, .01
-.92, -.1, -.33, -.02, , 
-.92, -.1, -.33, -.01, -.03, -.01
-.92, -.1, -.32, -.01, -.04, -.02
-.93, -.11, -.31, -.02, -.04, -.02
-.93, -.11, -.31, -.01, -.02, -.01
-.93, -.11, -.31, , .01, .01
-.93, -.11, -.32, -.01, , .01
-.93, -.1, -.31, -.01, .01, 
-.93, -.11, -.32, -.01, , 
-.93, -.11, -.32, -.01, -.01, 
-.93, -.1, -.32, -.01, -.02, 
-.93, -.11, -.31, -.01, -.01, -.01
-.93, -.11, -.31, -.01, -.02, -.01
-.93, -.11, -.31, -.01, -.01, -.01
-.93, -.11, -.31, -.01, -.01, 
-.93, -.1, -.31, , -.02, -.02
-.92, -.11, -.32, .01, -.04, -.03
-.93, -.12, -.3, -.03, -.06, -.03
-.94, -.12, -.29, -.03, -.02, -.02
-.94, -.12, -.29, -.03, .01, .01
-.93, -.12, -.3, -.03, .03, .03
-.93, -.11, -.31, -.02, .01, .01
-.93, -.1, -.31, -.01, -.02, -.01
-.93, -.1, -.31, -.01, -.04, -.03
-.93, -.11, -.3, -.01, -.04, -.03
-.93, -.12, -.29, , -.03, -.02
-.94, -.12, -.29, , -.01, -.01
-.94, -.12, -.29, , , 
-.93, -.12, -.29, , .01, 
-.93, -.12, -.3, -.01, , .01
-.93, -.11, -.29, -.01, .01, .01
-.93, -.12, -.29, -.01, , 
-.93, -.12, -.29, -.01, -.01, 
-.93, -.11, -.3, , -.01, 
-.94, -.11, -.29, , , 
-.93, -.12, -.29, , , 
-.93, -.12, -.29, .02, , 
-.93, -.08, -.32, .19, -.02, -.12
-.92, , -.39, .43, -.26, -.37
-.8, -.08, -.27, .61, -.5, -.75
-.91, -.24, -.2, .55, -.59, -.71
-.99, -.36, -.07, .28, , -.39
-.98, -.28, -.16, .47, -.01, -.22
-.92, -.42, -.2, .15, .18, -.08
-.87, -.34, -.17, .12, .05, -.09
-.9, -.33, -.15, .15, -.15, -.19
-.91, -.33, -.18, .05, -.34, -.09
-.9, -.32, -.16, .04, -.19, -.03
-.91, -.35, -.12, .05, -.38, -.1
-.91, -.35, -.16, -.03, -.07, -.12
-.9, -.41, , .17, -.37, -.14
-.9, -.36, -.06, .06, -.15, .13
-.99, -.29, -.04, .45, .32, .97
-.92, -.38, -.05, .38, .4, .78
-.94, -.27, -.06, .31, .36, .3
-.9, -.31, -.07, .61, .35, -.15
-.92, -.3, -.13, -.31, -.01, -.11
-.99, -.18, -.09, -.09, .19, .08
-.94, -.28, -.11, -.13, .31, -.04
-.97, -.21, -.16, .05, .34, .01
-.89, -.27, -.15, .11, .13, .03
-.89, -.33, -.15, .29, -.14, .15
-.92, -.33, -.23, .9, .09, -.62
-.95, -.87, -.24, .58, 1.42, -1.44
-1.5, -.51, -.07, .04, .35, .19
.04, -1.01, -.36, 2.51, 2.39, -1.61
-1.21, -.53, -.51, 4.47, 5.71, -.1
-.38, -.45, -1.16, 3.83, 9.29, 1.44
1.08, -.94, .18, 4.77, 1.57, -3.11
